Date,Result,Top prize,Source,Number1,Number2,Number3,Number4
2025-01-24,"9, 2, 4, 2","$5,000 ",LotteryUSA,9.0,2.0,4.0,2.0
2025-01-23,"1, 8, 4, 5","$5,000 ",LotteryUSA,1.0,8.0,4.0,5.0
2025-01-22,"9, 5, 7, 7","$5,000 ",LotteryUSA,9.0,5.0,7.0,7.0
2025-01-21,"1, 9, 2, 4","$5,000 ",LotteryUSA,1.0,9.0,2.0,4.0
2025-01-20,"7, 0, 5, 4","$5,000 ",LotteryUSA,7.0,0.0,5.0,4.0
2025-01-19,"4, 1, 6, 1","$5,000 ",LotteryUSA,4.0,1.0,6.0,1.0
2025-01-18,"9, 9, 2, 6","$5,000 ",LotteryUSA,9.0,9.0,2.0,6.0
2025-01-17,"0, 7, 4, 5","$5,000 ",LotteryUSA,0.0,7.0,4.0,5.0
2025-01-16,"5, 7, 2, 3","$5,000 ",LotteryUSA,5.0,7.0,2.0,3.0
2025-01-15,"0, 8, 2, 9","$5,000 ",LotteryUSA,0.0,8.0,2.0,9.0
2025-01-14,"5, 9, 9, 4","$5,000 ",LotteryUSA,5.0,9.0,9.0,4.0
2025-01-13,"8, 8, 4, 7","$5,000 ",LotteryUSA,8.0,8.0,4.0,7.0
2025-01-12,"0, 8, 9, 2","$5,000 ",LotteryUSA,0.0,8.0,9.0,2.0
2025-01-11,"8, 9, 4, 0","$5,000 ",LotteryUSA,8.0,9.0,4.0,0.0
2025-01-10,"4, 5, 5, 0","$5,000 ",LotteryUSA,4.0,5.0,5.0,0.0
2025-01-09,"2, 2, 6, 8","$5,000 ",LotteryUSA,2.0,2.0,6.0,8.0
2025-01-08,"5, 3, 4, 1","$5,000 ",LotteryUSA,5.0,3.0,4.0,1.0
2025-01-07,"4, 6, 7, 9","$5,000 ",LotteryUSA,4.0,6.0,7.0,9.0
2025-01-06,"1, 6, 4, 6","$5,000 ",LotteryUSA,1.0,6.0,4.0,6.0
2025-01-05,"7, 6, 1, 6","$5,000 ",LotteryUSA,7.0,6.0,1.0,6.0
2025-01-04,"2, 9, 2, 3","$5,000 ",LotteryUSA,2.0,9.0,2.0,3.0
2025-01-03,"1, 7, 3, 6","$5,000 ",LotteryUSA,1.0,7.0,3.0,6.0
2025-01-02,"9, 7, 8, 2","$5,000 ",LotteryUSA,9.0,7.0,8.0,2.0
2025-01-01,"2, 1, 6, 6","$5,000 ",LotteryUSA,2.0,1.0,6.0,6.0
2024-12-31,"1, 3, 3, 5","$5,000 ",LotteryUSA,1.0,3.0,3.0,5.0
2024-12-30,"8, 9, 7, 4","$5,000 ",LotteryUSA,8.0,9.0,7.0,4.0
2024-12-29,"2, 3, 3, 1","$5,000 ",LotteryUSA,2.0,3.0,3.0,1.0
2024-12-28,"7, 9, 9, 6","$5,000 ",LotteryUSA,7.0,9.0,9.0,6.0
2024-12-27,"6, 8, 8, 6","$5,000 ",LotteryUSA,6.0,8.0,8.0,6.0
2024-12-26,"8, 8, 0, 5","$5,000 ",LotteryUSA,8.0,8.0,0.0,5.0
2024-12-25,"2, 2, 0, 6","$5,000 ",LotteryUSA,2.0,2.0,0.0,6.0
2024-12-24,"2, 3, 7, 7","$5,000 ",LotteryUSA,2.0,3.0,7.0,7.0
2024-12-23,"3, 9, 2, 9","$5,000 ",LotteryUSA,3.0,9.0,2.0,9.0
2024-12-22,"0, 7, 2, 9","$5,000 ",LotteryUSA,0.0,7.0,2.0,9.0
2024-12-21,"8, 0, 1, 7","$5,000 ",LotteryUSA,8.0,0.0,1.0,7.0
2024-12-20,"4, 4, 5, 5","$5,000 ",LotteryUSA,4.0,4.0,5.0,5.0
2024-12-19,"6, 5, 3, 9","$5,000 ",LotteryUSA,6.0,5.0,3.0,9.0
2024-12-18,"6, 2, 2, 6","$5,000 ",LotteryUSA,6.0,2.0,2.0,6.0
2024-12-17,"1, 4, 7, 2","$5,000 ",LotteryUSA,1.0,4.0,7.0,2.0
2024-12-16,"2, 1, 8, 0","$5,000 ",LotteryUSA,2.0,1.0,8.0,0.0
2024-12-15,"1, 3, 8, 2","$5,000 ",LotteryUSA,1.0,3.0,8.0,2.0
2024-12-14,"6, 4, 6, 2","$5,000 ",LotteryUSA,6.0,4.0,6.0,2.0
2024-12-13,"2, 5, 3, 5","$5,000 ",LotteryUSA,2.0,5.0,3.0,5.0
2024-12-12,"4, 5, 7, 8","$5,000 ",LotteryUSA,4.0,5.0,7.0,8.0
2024-12-11,"8, 1, 2, 1","$5,000 ",LotteryUSA,8.0,1.0,2.0,1.0
2024-12-10,"1, 1, 8, 9","$5,000 ",LotteryUSA,1.0,1.0,8.0,9.0
2024-12-09,"9, 9, 2, 0","$5,000 ",LotteryUSA,9.0,9.0,2.0,0.0
2024-12-08,"3, 7, 1, 0","$5,000 ",LotteryUSA,3.0,7.0,1.0,0.0
2024-12-07,"1, 0, 3, 8","$5,000 ",LotteryUSA,1.0,0.0,3.0,8.0
2024-12-06,"9, 2, 3, 1","$5,000 ",LotteryUSA,9.0,2.0,3.0,1.0
2024-12-05,"7, 5, 2, 2","$5,000 ",LotteryUSA,7.0,5.0,2.0,2.0
2024-12-04,"1, 6, 8, 9","$5,000 ",LotteryUSA,1.0,6.0,8.0,9.0
2024-12-03,"5, 5, 2, 5","$5,000 ",LotteryUSA,5.0,5.0,2.0,5.0
2024-12-02,"1, 8, 9, 1","$5,000 ",LotteryUSA,1.0,8.0,9.0,1.0
2024-12-01,"1, 4, 1, 4","$5,000 ",LotteryUSA,1.0,4.0,1.0,4.0
2024-11-30,"2, 3, 7, 8","$5,000 ",LotteryUSA,2.0,3.0,7.0,8.0
2024-11-29,"4, 6, 4, 1","$5,000 ",LotteryUSA,4.0,6.0,4.0,1.0
2024-11-28,"0, 2, 8, 8","$5,000 ",LotteryUSA,0.0,2.0,8.0,8.0
2024-11-27,"4, 1, 5, 0","$5,000 ",LotteryUSA,4.0,1.0,5.0,0.0
2024-11-26,"9, 3, 4, 8","$5,000 ",LotteryUSA,9.0,3.0,4.0,8.0
2024-11-25,"4, 0, 7, 2","$5,000 ",LotteryUSA,4.0,0.0,7.0,2.0
2024-11-24,"1, 8, 9, 5","$5,000 ",LotteryUSA,1.0,8.0,9.0,5.0
2024-11-23,"9, 1, 3, 4","$5,000 ",LotteryUSA,9.0,1.0,3.0,4.0
2024-11-22,"0, 0, 4, 3","$5,000 ",LotteryUSA,0.0,0.0,4.0,3.0
2024-11-21,"6, 3, 6, 3","$5,000 ",LotteryUSA,6.0,3.0,6.0,3.0
2024-11-20,"9, 8, 7, 3","$5,000 ",LotteryUSA,9.0,8.0,7.0,3.0
2024-11-19,"7, 9, 3, 6","$5,000 ",LotteryUSA,7.0,9.0,3.0,6.0
2024-11-18,"3, 5, 1, 8","$5,000 ",LotteryUSA,3.0,5.0,1.0,8.0
2024-11-17,"7, 7, 0, 3","$5,000 ",LotteryUSA,7.0,7.0,0.0,3.0
2024-11-16,"4, 2, 6, 9","$5,000 ",LotteryUSA,4.0,2.0,6.0,9.0
2024-11-15,"0, 7, 2, 7","$5,000 ",LotteryUSA,0.0,7.0,2.0,7.0
2024-11-14,"4, 1, 1, 6","$5,000 ",LotteryUSA,4.0,1.0,1.0,6.0
2024-11-13,"6, 0, 4, 3","$5,000 ",LotteryUSA,6.0,0.0,4.0,3.0
2024-11-12,"2, 0, 8, 2","$5,000 ",LotteryUSA,2.0,0.0,8.0,2.0
2024-11-11,"2, 1, 5, 6","$5,000 ",LotteryUSA,2.0,1.0,5.0,6.0
2024-11-10,"6, 9, 1, 7","$5,000 ",LotteryUSA,6.0,9.0,1.0,7.0
2024-11-09,"9, 4, 7, 3","$5,000 ",LotteryUSA,9.0,4.0,7.0,3.0
2024-11-08,"3, 7, 3, 4","$5,000 ",LotteryUSA,3.0,7.0,3.0,4.0
2024-11-07,"5, 4, 7, 2","$5,000 ",LotteryUSA,5.0,4.0,7.0,2.0
2024-11-06,"4, 9, 4, 7","$5,000 ",LotteryUSA,4.0,9.0,4.0,7.0
2024-11-05,"2, 5, 5, 2","$5,000 ",LotteryUSA,2.0,5.0,5.0,2.0
2024-11-04,"0, 2, 8, 5","$5,000 ",LotteryUSA,0.0,2.0,8.0,5.0
2024-11-03,"5, 9, 2, 5","$5,000 ",LotteryUSA,5.0,9.0,2.0,5.0
2024-11-02,"7, 0, 9, 9","$5,000 ",LotteryUSA,7.0,0.0,9.0,9.0
2024-11-01,"9, 0, 1, 3","$5,000 ",LotteryUSA,9.0,0.0,1.0,3.0
2024-10-31,"5, 9, 1, 8","$5,000 ",LotteryUSA,5.0,9.0,1.0,8.0
2024-10-30,"5, 7, 6, 2","$5,000 ",LotteryUSA,5.0,7.0,6.0,2.0
2024-10-29,"3, 8, 8, 5","$5,000 ",LotteryUSA,3.0,8.0,8.0,5.0
2021-01-01,,,PDF_OCR,,,,
2020-01-01,,,PDF_OCR,,,,
2019-01-01,,,PDF_OCR,,,,
2018-09-02,,,PDF_OCR,,,,
