Date,Result,Top prize,Source,Number1,Number2,Number3,Number4
2024-12-24,"6, 7, 9, 1","$5,000 ",LotteryUSA_Original,6,7,9,1
2024-12-23,"1, 2, 7, 8","$5,000 ",LotteryUSA_Original,1,2,7,8
2024-12-22,"3, 1, 1, 6","$5,000 ",LotteryUSA_Original,3,1,1,6
2024-12-21,"4, 3, 3, 6","$5,000 ",LotteryUSA_Original,4,3,3,6
2024-12-20,"5, 4, 7, 9","$5,000 ",LotteryUSA_Original,5,4,7,9
2024-12-19,"2, 1, 7, 2","$5,000 ",LotteryUSA_Original,2,1,7,2
2024-12-18,"3, 7, 4, 5","$5,000 ",LotteryUSA_Original,3,7,4,5
2024-12-17,"5, 4, 6, 4","$5,000 ",LotteryUSA_Original,5,4,6,4
2024-12-16,"2, 2, 9, 6","$5,000 ",LotteryUSA_Original,2,2,9,6
2024-12-15,"9, 1, 6, 5","$5,000 ",LotteryUSA_Original,9,1,6,5
2024-12-14,"7, 9, 1, 9","$5,000 ",LotteryUSA_Original,7,9,1,9
2024-12-13,"7, 6, 5, 4","$5,000 ",LotteryUSA_Original,7,6,5,4
2024-12-12,"7, 9, 7, 3","$5,000 ",LotteryUSA_Original,7,9,7,3
2024-12-11,"3, 7, 3, 2","$5,000 ",LotteryUSA_Original,3,7,3,2
2024-12-10,"8, 8, 1, 3","$5,000 ",LotteryUSA_Original,8,8,1,3
2024-12-09,"2, 9, 1, 9","$5,000 ",LotteryUSA_Original,2,9,1,9
2024-12-08,"2, 5, 1, 3","$5,000 ",LotteryUSA_Original,2,5,1,3
2024-12-07,"1, 3, 3, 0","$5,000 ",LotteryUSA_Original,1,3,3,0
2024-12-06,"6, 3, 1, 2","$5,000 ",LotteryUSA_Original,6,3,1,2
2024-12-05,"7, 6, 3, 7","$5,000 ",LotteryUSA_Original,7,6,3,7
2024-12-04,"3, 4, 3, 4","$5,000 ",LotteryUSA_Original,3,4,3,4
2024-12-03,"9, 9, 6, 8","$5,000 ",LotteryUSA_Original,9,9,6,8
2024-12-02,"3, 6, 8, 8","$5,000 ",LotteryUSA_Original,3,6,8,8
2024-12-01,"5, 3, 8, 9","$5,000 ",LotteryUSA_Original,5,3,8,9
2024-11-30,"0, 0, 6, 7","$5,000 ",LotteryUSA_Original,0,0,6,7
2024-11-29,"2, 3, 2, 1","$5,000 ",LotteryUSA_Original,2,3,2,1
2024-11-28,"6, 8, 0, 1","$5,000 ",LotteryUSA_Original,6,8,0,1
2024-11-27,"8, 0, 7, 3","$5,000 ",LotteryUSA_Original,8,0,7,3
2024-11-26,"7, 4, 5, 8","$5,000 ",LotteryUSA_Original,7,4,5,8
2024-11-25,"4, 3, 8, 9","$5,000 ",LotteryUSA_Original,4,3,8,9
2024-11-24,"5, 6, 2, 7","$5,000 ",LotteryUSA_Original,5,6,2,7
2024-11-23,"2, 3, 6, 4","$5,000 ",LotteryUSA_Original,2,3,6,4
2024-11-22,"4, 5, 3, 2","$5,000 ",LotteryUSA_Original,4,5,3,2
2024-11-21,"1, 5, 0, 8","$5,000 ",LotteryUSA_Original,1,5,0,8
2024-11-20,"1, 5, 6, 4","$5,000 ",LotteryUSA_Original,1,5,6,4
2024-11-19,"6, 8, 0, 0","$5,000 ",LotteryUSA_Original,6,8,0,0
2024-11-18,"3, 5, 3, 1","$5,000 ",LotteryUSA_Original,3,5,3,1
2024-11-17,"0, 0, 5, 4","$5,000 ",LotteryUSA_Original,0,0,5,4
2024-11-16,"1, 0, 8, 6","$5,000 ",LotteryUSA_Original,1,0,8,6
2024-11-15,"9, 2, 3, 3","$5,000 ",LotteryUSA_Original,9,2,3,3
2024-11-14,"2, 4, 6, 2","$5,000 ",LotteryUSA_Original,2,4,6,2
2024-11-13,"6, 2, 2, 0","$5,000 ",LotteryUSA_Original,6,2,2,0
2024-11-12,"6, 4, 8, 2","$5,000 ",LotteryUSA_Original,6,4,8,2
2024-11-11,"7, 1, 5, 4","$5,000 ",LotteryUSA_Original,7,1,5,4
2024-11-10,"3, 8, 5, 9","$5,000 ",LotteryUSA_Original,3,8,5,9
2024-11-09,"6, 4, 3, 9","$5,000 ",LotteryUSA_Original,6,4,3,9
2024-11-08,"3, 9, 8, 8","$5,000 ",LotteryUSA_Original,3,9,8,8
2024-11-07,"3, 8, 5, 2","$5,000 ",LotteryUSA_Original,3,8,5,2
2024-11-06,"6, 1, 5, 2","$5,000 ",LotteryUSA_Original,6,1,5,2
2024-11-05,"6, 8, 6, 6","$5,000 ",LotteryUSA_Original,6,8,6,6
2024-11-04,"1, 7, 3, 2","$5,000 ",LotteryUSA_Original,1,7,3,2
2024-11-03,"3, 0, 4, 0","$5,000 ",LotteryUSA_Original,3,0,4,0
2024-11-02,"0, 0, 8, 0","$5,000 ",LotteryUSA_Original,0,0,8,0
2024-11-01,"5, 1, 9, 6","$5,000 ",LotteryUSA_Original,5,1,9,6
2024-10-31,"3, 9, 1, 1","$5,000 ",LotteryUSA_Original,3,9,1,1
2024-10-30,"8, 6, 2, 6","$5,000 ",LotteryUSA_Original,8,6,2,6
